Path,Current_Day_Fire_Count,Ground_Truth,"Group VIIRS band M11, VIIRS band I2, VIIRS band I1, NDVI, EVI2, energy release component, current active fires_GeminiResponse","Group total precipitation, specific humidity, Palmer drought severity index, forecast total precipitation, forecast specific humidity, current active fires_GeminiResponse","Group slope, aspect, elevation, landcover class, current active fires_GeminiResponse","Group wind speed, wind direction, minimum temperature, maximum temperature, forecast wind speed, forecast wind direction, forecast temperature, current active fires_GeminiResponse"
"PNGs\2020\fire_24103581\2020-06-04_lnglat_(-110.34846770365371, 33.4998342607196)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire  The VIIRS band M11, I2, and I1 all show areas of high potential for thermal anomalies, indicating a high likelihood of active fires. NDVI shows drought-stressed vegetation which is more susceptible to fire. EVI2 shows a large amount of dense vegetation, which could serve as fuel if it dries out. The current active fires image shows there is an active fire that has been detected by satellite sensors. Combining all of these factors, it is very likely that there will be a new wildfire on the next day.","No New Active Fire   There are no active fires currently, and the forecast shows that there will be some precipitation in the next day. Thus, there is a low chance of a new wildfire in the next day. ","No New Active Fire.   The current active fires image shows no active fires on the day of the images, meaning there is no active fire spreading to cause new fires. The landcover class image indicates that the area is mostly covered with forests and grasslands, which are fire-prone. However, there are no active fires detected, so it is unlikely that a new wildfire will occur the next day. ","New Active Fire   The forecast wind speed is high, which is a major factor contributing to the spread of fire.  Also, the forecast temperature is high, indicating that the vegetation will be dry and easily flammable. There are no active fires currently.  Therefore, there is a high chance of a new fire on the next day. "
"PNGs\2020\fire_24332989\2020-08-17_lnglat_(-115.2731975971652, 42.27107304932871)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. There are currently no active fires in the area.  There are also no strong indicators in the other images like  M11, I2, I1, NDVI, EVI2, and ERC that suggest a new fire will start.  The other images are not showing any thermal anomalies, drought-stressed vegetation, or high potential energy release areas.","New Active Fire  The area has very low precipitation levels and a low specific humidity. These factors indicate dry conditions, which can increase fire risk. The Palmer Drought Severity Index is also in the negative range, suggesting drought conditions that can exacerbate fire danger. While there is currently no active fire, the dry conditions and the forecast of minimal precipitation suggest a high likelihood of a new wildfire starting the next day.","No New Active Fire.  The current active fire image shows no fire activity. Therefore, a new fire is unlikely to occur on the next day.","New Active Fire.   The current active fires image shows no active fires, meaning there is a strong chance for new active fire. The forecast wind speed and direction show a potential for the spread of embers and increasing rate of fire movement. Finally, the minimum and maximum temperatures indicate that the vegetation and fuels will be dry, increasing the likelihood of ignition and fire spread."
"PNGs\2020\fire_24332991\2020-08-22_lnglat_(-112.85838802522309, 42.07807167253034)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire   The current active fire map shows some pixels indicating active fires.  This indicates that there are currently fires in the area. VIIRS band M11 shows high thermal anomalies, indicating the presence of heat. VIIRS band I2 and I1 show a high amount of vegetation which could serve as fuel. The ERC map indicates a moderate potential energy release, suggesting that the fires could become more intense. Therefore, there is a strong likelihood of new wildfires on the next day in the area. ","New Active Fire.  The current day's forecast indicates no precipitation and low specific humidity which indicates very dry conditions, a key factor for wildfire formation. There are currently some active fires which could be a starting point for a new wildfire in this area. Based on these factors, it is likely that a new wildfire will start tomorrow.","New Active Fire   The current fire situation is represented in the “current active fires” image.  There are no active fires in the area on the day the images are captured.  The other images are forecasts for the following day, and the “landcover class” image indicates a majority of the area is covered by Evergreen Needleleaf Forests. These types of forests are very dry and are very susceptible to wildfires.  Therefore, it is highly likely there will be a wildfire in the area the next day. ","No New Active Fire.  The forecast wind speed is low and the temperature is mild. While the wind direction is not a major factor in this case, both the minimum and maximum temperatures are not too high. This suggests that the fire will not likely spread. There are no active fires currently, as indicated by the current active fires image. Therefore, it is likely that there will be no new wildfire on the next day."
"PNGs\2021\fire_25294983\2021-07-07_lnglat_(-120.37412523799935, 46.71529040123997)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.  Currently, there are no active fires in the area as indicated in the image. The energy release component is low and the values of VIIRS M11, I2, I1, NDVI, and EVI2 are relatively low, which suggests that the fire risk is also low. It is safe to predict that there will be no new active fire in the area on the next day.","New Active Fire   Reason:  - The current active fire image shows that a fire is already active in the area.   - There is no rainfall currently and the forecast shows no rain for the next day.   -  The Palmer Drought Severity Index image shows that the area is in a drought, suggesting dry vegetation that can easily catch fire.   - Specific humidity is predicted to be low, meaning the air will be dry and contribute to fire spread.  -  Based on these factors, it is very likely that the existing fire will continue to burn and potentially grow in size due to dry conditions. ","No New Active Fire.   There are no current active fires. The information for “current active fires” shows a purple image, which means there are no fires burning in the area. Therefore, it is safe to predict that there will be “No New Active Fire” on the next day. ","New Active Fire.  There are no active fires on the current day, but the forecast wind speed, wind direction, and temperature are all strong indicators that a new fire could start.  The forecast wind speed is high and the forecast wind direction is shifting.  These factors would contribute to the spread of a wildfire, and the higher forecast temperature is conducive to fires igniting. "
"PNGs\2018\fire_21890013\2018-08-06_lnglat_(-111.98408123148027, 44.14860311125587)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire   The current active fire image shows a cluster of yellow pixels, indicating the presence of active fires. While the ERC image suggests a moderate fire intensity, the NDVI and EVI2 images show a higher amount of dry vegetation, increasing the likelihood of a new fire starting in those areas. Additionally, the VIIRS band I1 image indicates a potential increase in fuel sources. ",No New Active Fire.   The forecast for total precipitation shows a significant amount of rain is expected. The current active fires are already extinguished. ,"New Active Fire  The current active fire image shows that there is already an active fire in the area, with the forecast variables predicting the continuation or spread of fire. Therefore, it is likely that there will be a new wildfire on the next day.","No New Active Fire.   There is no evidence of current active fire, which means the fire is under control and has been extinguished.  The minimum temperature is predicted to be between 274.5 and 285.5, which is relatively low and does not increase the risk of overnight fire activity.   The predicted wind speed is relatively low (from 0.04973794 to 0.9126939). This means that the wind is not strong enough to spread embers and ignite a new fire.  The predicted wind direction is also not a concern.   Even though the predicted maximum temperature is relatively high (from 291.9 to 303.1), it is not high enough to dry out vegetation and increase the risk of ignition significantly.  Therefore, based on the given information, it is safe to predict that there will be no new wildfire on the next day."
"PNGs\2018\fire_22141356\2018-09-18_lnglat_(-116.06949850354268, 46.39490061306439)\active fires_range(0.0,2048.0)_fc(51).png",51,Larger Active Fire,"Larger Active Fire  The current active fire map shows several active fires. The forecast maps show a high amount of vegetation and a high energy release component. This means that there is a lot of fuel for the fire to spread and a high intensity fire. The NDVI and EVI2 show that the vegetation is healthy and dense, making the spread of fire more likely. So, the fire on the next day is likely to be larger than on the current day. ","Smaller Active Fire. There is a small amount of precipitation forecasted for the next day. This could potentially help to reduce the size of the fire. The specific humidity is low, but is forecasted to increase slightly. Additionally, the Palmer Drought Severity Index is negative, indicating dry conditions. However, the forecast precipitation may help to reduce the fire size.",Larger Active Fire ,"Smaller Active Fire  The wind speed is predicted to be much lower than today. Wind speed is essential for fire spread as higher wind speeds can spread fires rapidly. The minimum temperature is also predicted to be lower than today. With lower wind speed and minimum temperature, we can predict the fire will be smaller than the current day."
"PNGs\2019\fire_23159657\2019-08-11_lnglat_(-111.5817128987632, 33.722242632939064)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire. Looking at the image of current active fires, we can see that there are no active fires at the moment. All the pixels are purple, which means there are no active fire pixels. Although the forecast variables indicate that the area is susceptible to fire and may even have a high potential energy release, we cannot predict new fire with the available information. Therefore, we can conclude that there will be “No New Active Fire”. ","New Active Fire   The forecast total precipitation is very low. This means that the area is likely to remain dry, increasing the risk of wildfire. Also, there is no current active fire in this area, this means that there is no active fire suppression going on. Considering the dry conditions, the possibility of a new wildfire in the coming days is high. ","No New Active Fire.  The current active fires image shows that there were no active fires on the current day. Thus, it is likely that there will be no new active fires on the next day. ","New Active Fire.   The current active fires image is completely purple, which means there are no active fires currently. However, there are multiple factors that increase the risk of fire tomorrow. The forecast wind speed is relatively high, which can quickly spread fires. The forecast temperature is also high, which can dry out vegetation and increase the likelihood of ignition. Lastly, the forecast minimum temperature is relatively high, which can lead to active burning overnight. Taking all of these factors into account, it seems likely that there will be a new wildfire tomorrow. "
"PNGs\2019\fire_23410617\2019-10-13_lnglat_(-118.51515567541801, 34.32218801003341)\active fires_range(0.0,912.0)_fc(20).png",20,Smaller Active Fire,"Smaller Active Fire. The fire on the next day is likely to be smaller than the current day. While the images show a potential for fuel for a large fire, there is no evidence that the fire has actively spread. ","Larger Active Fire.   The image shows very little precipitation currently or forecasted for the next day. There are also no active fires currently. The Palmer drought severity index is high, indicating dry conditions. With a lack of precipitation and high drought severity, fire risk increases significantly. Thus, the fire on the next day is likely to be larger. ","Larger Active Fire.  The current fire is relatively small, while the landcover class suggests the presence of abundant fuel for a fire. Therefore, the fire is likely to expand on the next day.","Larger Active Fire. The wind speeds are expected to increase, which can spread embers and increase the rate of fire movement. The wind direction is expected to shift and the temperature is expected to rise. These factors can contribute to the fire spreading. "
"PNGs\2020\fire_24191375\2020-07-09_lnglat_(-114.52307122961437, 37.30613429223734)\active fires_range(0.0,2106.0)_fc(87).png",87,Larger Active Fire,"Smaller Active Fire.   The ""current active fires"" image shows a few active fire pixels. However, the ""energy release component"" image shows a decrease in fire intensity, which means the fire is not spreading as quickly. This suggests a smaller active fire. ","Smaller Active Fire. There is no precipitation forecast for the next day, which may increase the fire risk. Although the predicted specific humidity is increasing, it is still low, which may cause the fire to continue. Therefore, the fire might continue but with a smaller size.","Smaller Active Fire  The fire is decreasing in size, but the terrain is still quite steep. So, the fire might get smaller but not completely go out.","Smaller Active Fire.   The forecast wind speed and direction suggest the wind will be stronger and coming from a slightly different direction. The minimum, maximum, and forecast temperatures all suggest that the fuel will be more dry than on the previous day. All of these factors suggest that the fire will be able to spread to new areas. However, the current active fires are decreasing in size, suggesting that the fire will be smaller than on the previous day but will still be active. "
"PNGs\2021\fire_25295099\2021-07-12_lnglat_(-121.07643285074703, 42.620798791115966)\active fires_range(0.0,2112.0)_fc(1193).png",1193,Larger Active Fire,"Smaller Active Fire  - There are multiple areas with active fires. - The color of the fires in the ""current active fires"" image is moving closer to purple, which signifies a smaller number. - Therefore, we can predict that there will be an active fire, but it will be smaller in size. ","Smaller Active Fire  The forecast precipitation and humidity suggest a dry environment, which is favorable for fire spread. Although current active fire is decreasing in size, this could change in the next day due to dry conditions. So it is likely that the fire will continue to burn on the next day, but it will be smaller than it is today.","Smaller Active Fire  The elevation is fairly low, this contributes to dryness and potentially fire. The landcover class is likely to be more fuel for the fire.  While there is no active fire currently, with the conditions being right, there is a chance of a smaller active fire the next day.","Smaller Active Fire  The forecast wind speed is increasing and wind direction is more toward the active fire, so the fire is likely to spread more. The forecast temperature is also increasing, which can further dry the fuels and increase fire risk. The minimum temperature is also increasing, so there is a chance that active burning can happen during the night. As a result, the size of the fire is likely to increase. "
"PNGs\2020\fire_24462127\2020-09-26_lnglat_(-116.08402503014977, 46.39578435135797)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.   The Current Active Fire image is completely purple. The color purple represents a small number in the image, and in this case, it indicates no active fire.  As a result, based on this image, there is no existing fire to spread. ","New Active Fire.   The current active fires image indicates no fires are currently active. However, the precipitation and humidity images show dry conditions with low precipitation and low humidity in the forecast.  Dry conditions are the most significant factor contributing to wildfire risk. ","No New Active Fire.   There is currently no active fire, and the land cover class does not indicate high fire risk. The slope is not steep and the elevation is not high, which makes it unlikely for a new fire to start. ","New Active Fire. The forecast wind speed is relatively high, and the forecast temperature is also relatively high. These are conducive to the ignition and spread of wildfires. There are no active fires now, however the conditions are right for a new active fire. "
"PNGs\2021\fire_25017306\2021-03-21_lnglat_(-116.32363816045441, 46.291929541792705)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"No New Active Fire.  The images show that while there is a risk of fire, there is no evidence of an active fire. The “current active fire” image shows all purple pixels which indicates no active fire.","No New Active Fire.   Although the current images do not show active fires, and there is little to no precipitation, there is a chance of new fires as the forecast specific humidity is low and there are high PDSI values indicating dry conditions. However, the forecast total precipitation is high which means that there is a chance of rain in the area which would reduce fire risk. Therefore, we predict there will be no new fires. ","New Active Fire.   The current active fire image shows a cluster of active fires and the landcover class indicates the presence of forests. Forests are known to be more fire-prone than other land cover types. The slope image indicates that the area has moderately steep terrain. Steep slopes promote more intense and faster-moving fires. Considering these factors, it is likely that a new fire will start in the area.  ","No New Active Fire. The current active fires image shows no fire, which means there is no wildfire on that day. Though the forecast shows that it will be windy and the temperature will be high, the lack of an active fire makes it unlikely that there will be a new fire."
"PNGs\2019\fire_23301395\2019-08-29_lnglat_(-109.85334958541975, 44.388935419812135)\active fires_range(0.0,954.0)_fc(10).png",10,Smaller Active Fire,Similar Active Fire ,"Larger Active Fire.  The images show that the area is experiencing dry conditions, which is indicated by the low precipitation levels, negative Palmer Drought Severity Index values, and low specific humidity. Additionally, the forecast precipitation is low, further indicating that the dry conditions will likely continue into the following day.  Although there are not active fires on the current day, these dry conditions indicate that there is an elevated fire risk.  Therefore, it is likely that new fires will occur and the fire on the next day will be larger compared to the current day, which has no active fires. ","Larger Active Fire  The current active fire is small but the terrain is steep and covered by forest, which means fire is likely to spread.","Larger Active Fire  The wind speed is high and the wind direction is towards the yellow active fire pixels. Therefore, it is likely that the fire will spread in the direction of the wind, increasing the size of the fire."
"PNGs\2019\fire_23410616\2019-10-30_lnglat_(-118.385666217696, 34.45586134587714)\active fires_range(0.0,2154.0)_fc(66).png",66,Smaller Active Fire,Smaller Active Fire,"Larger Active Fire. The forecast indicates that there will be very little precipitation in the following day. In addition, the forecast specific humidity shows dry air, which suggests the fire will be larger. The image of current active fires shows multiple fires are already burning. Considering these factors, we can infer that the fire on the next day will be larger in size.",Similar Active Fire  The active fires from the current day are numerous and clustered in similar location to the active fires from the next day. The image for the next day has more white pixels compared to the current day.  The image for the next day appears to have more active fire areas. The color gradient on both images appears similar. The number of pixels with active fire in both images is similar so the size of the fire will be similar. ,"Larger Active Fire. The forecast wind speed is higher than current day. High wind speed can rapidly spread fires by carrying embers. The forecast temperature is higher than current day which can increase fire risk and intensity.  Thus, we can predict that the fire on the next day is larger in size compared to the current day."
"PNGs\2021\fire_25205306\2021-06-14_lnglat_(-106.71328392674297, 40.69899403380847)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire. The current active fires image shows a yellow dot, which indicates that there is a new active fire that was not present the previous day. ","No Active Fire.    There is no predicted precipitation and the specific humidity is very low which suggests a dry day. These conditions increase the risk of a wildfire. However, there are no active fires observed on the current day. Therefore, it is likely there will be no active fire on the next day. ","No New Active Fire. The current active fires image shows that there are no active fires in the area and that no new fires are predicted for the next day.  The landcover class image shows a mix of forest and grassland. This means the area is at risk of a wildfire, but the lack of active fire pixels suggests that there is no immediate risk. The aspect image shows a mix of north-facing and south-facing slopes. This indicates a mix of moisture levels that would contribute to the spread of fire. The elevation image shows a variety of elevation levels, but there is no indication that it would increase the risk of wildfire. The slope image shows some areas with relatively steep slopes, which could contribute to the spread of a fire. Overall, the images suggest that the area is at risk of a wildfire, but there is no indication that a new fire will start the next day.","New Active Fire.   The maximum temperature is high, and the minimum temperature is above 270K. The forecast wind speed and wind direction indicate that the wind could spread the fire. Also, the current active fire pixel is present, indicating a possibility that the existing fire might grow. All of these factors indicate that a wildfire is more likely to happen. "
"PNGs\2019\fire_23300665\2019-09-02_lnglat_(-121.04570063209583, 41.769226665450326)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire.   Even though there is currently no active fire, the images show that the area has sufficient fuel load, with a considerable amount of vegetation present. The NDVI and EVI2 values indicate healthy vegetation, which can act as fuel if it dries out. Additionally, the ERC values suggest a high potential for energy release, indicating that the area is prone to intense fires. ","No New Active Fire.   The forecast total precipitation shows that there will be significant precipitation in the area. Even though the specific humidity is low, the precipitation is enough to moisten the fuels and reduce the fire risk. ","No New Active Fire.  There are currently no active fires detected by satellite sensors and the forecast variables do not show a high risk for wildfire. The landcover class is comprised of mostly forest which may be prone to fire, but there is no active fire to propagate. ","New Active Fire. The forecast wind speed is high. The forecast temperature is above average. The minimum temperature is above average. While there are no active fires at present, the conditions are ripe for new fire ignition."
"PNGs\2018\fire_21890072\2018-07-04_lnglat_(-116.99537433924641, 41.59999871269401)\active fires_range(0.0,0.0)_fc(0).png",0,New Active Fire,"New Active Fire. There are no active fires currently, but the images show the potential for a fire based on the vegetation and ERC.","No New Active Fire.  The forecast total precipitation is predicted to be 0.125 mm, which is less than 1 mm and thus very dry. This combined with the PDSI that is between -1.93 and 3.54, which means the conditions are dry enough to trigger a new wildfire, but the specific humidity is between 0.004776548 and 0.005571948, which is not low enough to support a new wildfire. Also, there are no current active fires in the area. All these factors indicate that it is not likely to see a new wildfire in the next day.","New Active Fire  The current active fire image shows active fires. The landcover image shows forests and grasslands, which are susceptible to wildfires. The elevation image shows moderate elevation, where wildfires are likely. Based on the above, it can be inferred that there will be a new wildfire on the next day.","New Active Fire.   Although the forecast for wind speed is not as high, the forecast temperature is high, the maximum temperature is high and the minimum temperature is not low. Additionally, the wind direction is aligned so that embers could be carried across the land. Lastly, the current active fires image has a single, yellow pixel. This suggests that a wildfire might be present, and, given all other environmental conditions, a new wildfire could occur. "
"PNGs\2019\fire_23159642\2019-08-13_lnglat_(-111.89260651944124, 35.01400913687175)\active fires_range(0.0,2112.0)_fc(36).png",36,Larger Active Fire,Larger Active Fire,"Larger Active Fire  The forecast precipitation is low, meaning that there is a high risk for fire, and there is a chance for the fire to increase in size.  The forecast specific humidity is low, meaning that there is a high risk for fire, and there is a chance for the fire to increase in size.  The current active fires are present, meaning that there is an active fire, and there is a chance for the fire to increase in size.  In summary, because of the low forecasted precipitation and the low forecasted specific humidity, the fire is likely to increase in size.","Smaller Active Fire  The images show that there is a fire, but the following day it is likely to be smaller because the landcover is mostly forested.  Forests have a higher moisture content and are not as likely to burn as easily as other land covers. ","Smaller Active Fire. The images show that the forecast wind speed is low, and the temperature is relatively low. The wind direction does not indicate a major change in the fire’s trajectory. Although there is a possibility that the fire could slightly expand in size, the low wind speeds and a small temperature increase make it more likely that the fire will remain similar in size or become smaller. "
"PNGs\2019\fire_23300861\2019-09-11_lnglat_(-116.55365249149986, 46.323754714915516)\active fires_range(0.0,0.0)_fc(0).png",0,New Active Fire,"New Active Fire  All of the images show a very high potential for a wildfire. The values for vegetation stress are fairly high and the images showing the area of the fire are bright yellow.  Therefore, it is likely that there will be a wildfire. The NDVI and EVI2 images show how much vegetation is present and how healthy it is, but it doesn't show how dry it is.  Even with healthy vegetation, a fire can start if the vegetation is dry enough. ","New Active Fire  The forecast for precipitation, specific humidity and Palmer Drought Severity Index (PDSI) all indicate the possibility of new wildfire due to the dry conditions, and there has been no recent active fires detected in the area.","New Active Fire   The images show that the active fire pixels are in a very hilly terrain and the land cover consists of forest areas. This increases the chance of a wildfire spreading, especially as the images also indicate that the elevation and the slope are increasing. Since the fire is still actively burning, there is a high probability of a new wildfire the next day.","New Active Fire. There is a relatively high wind speed and a moderate temperature forecast, and the area has already experienced active fires, which makes the possibility of a new fire on the next day high."
"PNGs\2018\fire_21998100\2018-08-22_lnglat_(-119.97803074781432, 45.17817822351878)\active fires_range(0.0,2054.0)_fc(94).png",94,Larger Active Fire,"Smaller Active Fire  The images show some active fires,  and the fire intensity forecast is relatively high. Therefore, we can predict that there will be an active fire, but it may be slightly smaller.","Smaller Active Fire.  The Palmer Drought Severity Index, Specific Humidity and total precipitation indicate that the climate will be dry and favorable for a wildfire. Though the fire is currently decreasing, it is likely that the fire will increase in size because of the weather conditions. ","Smaller Active Fire.   The current fire is small, as indicated by the satellite sensor data (current active fires), but the projected elevation change indicates that the fire is predicted to spread to higher elevations, which are more fire-prone. This suggests the fire could spread in size, but since the slope is not very steep, it is likely to be smaller than the current fire.","Smaller Active Fire. The forecast wind speed is increasing, which could spread the fire, but the minimum and maximum temperature are decreasing, which will help the fire to decrease in size. The forecast wind direction is also changing, which could change the direction of the fire, but not necessarily increase its size. There is an active fire currently detected, so it is likely that there will be an active fire tomorrow. Because the wind speed is increasing, and the temperature is decreasing, the fire is likely to decrease in size. "
"PNGs\2020\fire_24332746\2020-08-18_lnglat_(-122.23290167483688, 37.1440240679384)\active fires_range(0.0,2200.0)_fc(262).png",262,Larger Active Fire,Smaller Active Fire,"Larger Active Fire. The forecast specific humidity and Palmer Drought Severity Index indicate dry and arid conditions. These are favorable conditions for the fire to spread, suggesting that the fire will be larger the next day.  The absence of any forecasted precipitation reinforces this prediction.",Larger Active Fire  The current active fire image has multiple active fires in the area.  It is likely that they will grow and spread overnight and in the coming day. ,"Larger Active Fire.   The forecast wind speed and wind direction indicate that the wind will be stronger and coming from a direction that will likely spread the fire. Additionally, while the minimum temperature is forecast to decrease, the maximum temperature is predicted to increase, suggesting hotter days that will likely dry out the surrounding vegetation and increase the fire risk. Therefore, it's likely that the fire will be larger on the next day. "
"PNGs\2021\fire_25294989\2021-07-05_lnglat_(-117.19042171573075, 46.361386341661095)\active fires_range(0.0,0.0)_fc(0).png",0,No New Active Fire,"New Active Fire.   The active fires image shows several yellow pixels. Yellow pixels indicate recent fire detections. While there is no active fire on the day in question, the prediction for the next day shows several new active fires. ","New Active Fire  The current day has no active fires. The Palmer Drought Severity Index indicates a very dry area, especially in the upper right corner. This indicates a high risk of fire. Since there’s no rain forecasted for the next day and the specific humidity is also low, the chance of a new wildfire is high.","No New Active Fire  There is currently no active fire. The land cover class is a mix of forests and grasslands, which is a risk for fire, but there are no active fires. The slope is also relatively flat, which also indicates that there is no fire currently present. Therefore, there is no new active fire.","New Active Fire.   There are no active fires currently, however, the forecast for the next day shows higher wind speeds and a warmer temperature. Both of these can increase the risk of fire ignition and spread.  Therefore, it is likely that a new wildfire will occur on the following day. "
"PNGs\2018\fire_21889995\2018-07-25_lnglat_(-119.45619932987864, 45.35726035521603)\active fires_range(0.0,2118.0)_fc(27).png",27,Smaller Active Fire,Similar Active Fire. The active fire image shows no change. The forecast images are also mostly yellow meaning the conditions are very similar to the current day and there is no reason to think that the fire will change in size.,"Larger Active Fire  The forecast precipitation is very low, suggesting dry conditions. The specific humidity is also very low, indicating dry air. These conditions favor the spread of fire. In addition, the Palmer Drought Severity Index shows a moderate drought, which further indicates increased fire risk.  Therefore, the fire on the next day is likely to be larger than on the current day.",Smaller Active Fire,"Similar Active Fire.   The wind speed is predicted to be lower on the next day, the wind direction will be different, but the maximum and forecast temperature is similar, this all suggests the fire will not spread much on the next day and will be similar in size to the current day."
